WorkforcePlanRecordID,MonthStartDateKey,TeamKey,SkillKey,Location,RequiredFTE,ActualFTE,OpenDemandFTE,ContractorFTE,CapacityGapFTE,AvailableCapacityHours,RequiredCapacityHours
WFP-000258,20240901,1,1,"Phoenix, AZ",3.36,3.0,0.36,0.0,-0.36,480.0,537.6
WFP-000259,20240901,1,1,"Charlotte, NC",11.36,5.0,6.36,1.0,-6.36,800.0,1817.6
WFP-000260,20240901,1,1,"Remote, US",5.49,4.9,0.59,1.0,-0.59,784.0,878.4
WFP-000261,20240901,2,2,"Atlanta, GA",1.69,1.5,0.19,0.0,-0.19,240.0,270.4
WFP-000262,20240901,2,2,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000263,20240901,2,2,"Charlotte, NC",2.25,2.0,0.25,1.0,-0.25,320.0,360.0
WFP-000264,20240901,2,2,"Remote, US",8.56,5.0,3.56,0.0,-3.56,800.0,1369.6
WFP-000265,20240901,3,3,"Atlanta, GA",2.04,2.0,0.04,0.0,-0.04,320.0,326.4
WFP-000266,20240901,3,3,"Phoenix, AZ",5.11,5.0,0.11,1.0,-0.11,800.0,817.6
WFP-000267,20240901,3,3,"Charlotte, NC",10.22,9.0,1.22,1.0,-1.22,1440.0,1635.2
WFP-000268,20240901,3,3,"Remote, US",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000269,20240901,4,4,"Atlanta, GA",2.06,2.0,0.06,0.0,-0.06,320.0,329.6
WFP-000270,20240901,4,4,"Phoenix, AZ",12.55,11.0,1.55,1.0,-1.55,1760.0,2008.0
WFP-000271,20240901,4,4,"Charlotte, NC",6.18,6.0,0.18,1.0,-0.18,960.0,988.8
WFP-000272,20240901,4,4,"Remote, US",1.03,1.0,0.03,0.0,-0.03,160.0,164.8
WFP-000273,20240901,5,5,"Atlanta, GA",4.18,4.0,0.18,2.0,-0.18,640.0,668.8
WFP-000274,20240901,5,5,"Phoenix, AZ",2.09,2.0,0.09,0.0,-0.09,320.0,334.4
WFP-000275,20240901,5,5,"Charlotte, NC",8.64,7.0,1.64,1.0,-1.64,1120.0,1382.4
WFP-000276,20240901,5,5,"Remote, US",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000277,20240901,6,6,"Atlanta, GA",3.14,3.0,0.14,0.0,-0.14,480.0,502.4
WFP-000278,20240901,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000279,20240901,6,6,"Charlotte, NC",2.1,2.0,0.1,0.0,-0.1,320.0,336.0
WFP-000280,20240901,6,6,"Remote, US",7.42,6.0,1.42,2.0,-1.42,960.0,1187.2
WFP-000281,20240901,7,7,"Atlanta, GA",1.08,1.0,0.08,0.0,-0.08,160.0,172.8
WFP-000282,20240901,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000283,20240901,7,7,"Charlotte, NC",1.08,1.0,0.08,1.0,-0.08,160.0,172.8
WFP-000284,20240901,7,7,"Remote, US",6.09,4.5,1.59,1.0,-1.59,720.0,974.4
WFP-000285,20240901,8,8,"Atlanta, GA",4.72,2.7,2.02,1.0,-2.02,432.0,755.2
WFP-000286,20240901,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000287,20240901,8,8,"Charlotte, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000288,20240901,8,8,"Remote, US",2.26,2.0,0.26,1.0,-0.26,320.0,361.6
WFP-000289,20241001,1,1,"Atlanta, GA",5.02,4.5,0.52,2.0,-0.52,720.0,803.2
WFP-000290,20241001,1,1,"Phoenix, AZ",3.34,3.0,0.34,0.0,-0.34,480.0,534.4
WFP-000291,20241001,1,1,"Charlotte, NC",11.09,5.0,6.09,1.0,-6.09,800.0,1774.4
WFP-000292,20241001,1,1,"Remote, US",6.54,5.87,0.67,1.87,-0.67,939.2,1046.4
WFP-000293,20241001,2,2,"Atlanta, GA",2.23,2.0,0.23,0.0,-0.23,320.0,356.8
WFP-000294,20241001,2,2,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000295,20241001,2,2,"Charlotte, NC",2.22,2.0,0.22,1.0,-0.22,320.0,355.2
WFP-000296,20241001,2,2,"Remote, US",8.22,5.0,3.22,0.0,-3.22,800.0,1315.2
WFP-000297,20241001,3,3,"Atlanta, GA",1.72,1.7,0.02,0.0,-0.02,272.0,275.2
WFP-000298,20241001,3,3,"Phoenix, AZ",5.67,5.61,0.06,1.0,-0.06,897.6,907.2
WFP-000299,20241001,3,3,"Charlotte, NC",10.12,9.0,1.12,1.0,-1.12,1440.0,1619.2
WFP-000300,20241001,3,3,"Remote, US",1.01,1.0,0.01,0.0,-0.01,160.0,161.6
WFP-000301,20241001,4,4,"Atlanta, GA",2.07,2.0,0.07,0.0,-0.07,320.0,331.2
WFP-000302,20241001,4,4,"Phoenix, AZ",12.66,11.0,1.66,1.0,-1.66,1760.0,2025.6
WFP-000303,20241001,4,4,"Charlotte, NC",6.19,6.0,0.19,1.0,-0.19,960.0,990.4
WFP-000304,20241001,4,4,"Remote, US",1.03,1.0,0.03,0.0,-0.03,160.0,164.8
WFP-000305,20241001,5,5,"Atlanta, GA",4.22,4.0,0.22,2.0,-0.22,640.0,675.2
WFP-000306,20241001,5,5,"Phoenix, AZ",1.79,1.7,0.09,0.0,-0.09,272.0,286.4
WFP-000307,20241001,5,5,"Charlotte, NC",8.99,7.0,1.99,1.0,-1.99,1120.0,1438.4
WFP-000308,20241001,5,5,"Remote, US",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000309,20241001,6,6,"Atlanta, GA",2.68,2.5,0.18,0.0,-0.18,400.0,428.8
WFP-000310,20241001,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000311,20241001,6,6,"Charlotte, NC",2.14,2.0,0.14,0.0,-0.14,320.0,342.4
WFP-000312,20241001,6,6,"Remote, US",7.85,5.8,2.05,2.0,-2.05,928.0,1256.0
WFP-000313,20241001,7,7,"Atlanta, GA",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000314,20241001,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000315,20241001,7,7,"Charlotte, NC",1.02,1.0,0.02,1.0,-0.02,160.0,163.2
WFP-000316,20241001,7,7,"Remote, US",6.14,5.0,1.14,1.0,-1.14,800.0,982.4
WFP-000317,20241001,8,8,"Atlanta, GA",4.41,3.0,1.41,1.0,-1.41,480.0,705.6
WFP-000318,20241001,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000319,20241001,8,8,"Charlotte, NC",0.42,0.39,0.03,0.0,-0.03,62.4,67.2
WFP-000320,20241001,8,8,"Remote, US",2.18,2.0,0.18,1.0,-0.18,320.0,348.8
WFP-000321,20241101,1,1,"Atlanta, GA",5.34,4.8,0.54,2.0,-0.54,768.0,854.4
WFP-000322,20241101,1,1,"Phoenix, AZ",3.34,3.0,0.34,0.0,-0.34,480.0,534.4
WFP-000323,20241101,1,1,"Charlotte, NC",10.84,4.8,6.04,1.0,-6.04,768.0,1734.4
WFP-000324,20241101,1,1,"Remote, US",6.68,6.0,0.68,2.0,-0.68,960.0,1068.8
WFP-000325,20241101,2,2,"Atlanta, GA",2.23,2.0,0.23,0.0,-0.23,320.0,356.8
WFP-000326,20241101,2,2,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000327,20241101,2,2,"Charlotte, NC",2.23,2.0,0.23,1.0,-0.23,320.0,356.8
WFP-000328,20241101,2,2,"Remote, US",8.27,5.0,3.27,0.0,-3.27,800.0,1323.2
WFP-000329,20241101,3,3,"Atlanta, GA",1.95,2.0,0.0,0.0,0.05,320.0,312.0
WFP-000330,20241101,3,3,"Phoenix, AZ",5.87,6.0,0.0,1.0,0.13,960.0,939.2
WFP-000331,20241101,3,3,"Charlotte, NC",9.78,9.0,0.78,1.0,-0.78,1440.0,1564.8
WFP-000332,20241101,3,3,"Remote, US",0.98,1.0,0.0,0.0,0.02,160.0,156.8
WFP-000333,20241101,4,4,"Atlanta, GA",2.58,2.5,0.08,0.0,-0.08,400.0,412.8
WFP-000334,20241101,4,4,"Phoenix, AZ",12.6,11.0,1.6,1.0,-1.6,1760.0,2016.0
WFP-000335,20241101,4,4,"Charlotte, NC",5.98,5.8,0.18,1.0,-0.18,928.0,956.8
WFP-000336,20241101,4,4,"Remote, US",1.03,1.0,0.03,0.0,-0.03,160.0,164.8
WFP-000337,20241101,5,5,"Atlanta, GA",4.18,4.0,0.18,2.0,-0.18,640.0,668.8
WFP-000338,20241101,5,5,"Phoenix, AZ",2.09,2.0,0.09,0.0,-0.09,320.0,334.4
WFP-000339,20241101,5,5,"Charlotte, NC",8.68,7.0,1.68,1.0,-1.68,1120.0,1388.8
WFP-000340,20241101,5,5,"Remote, US",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000341,20241101,6,6,"Atlanta, GA",3.15,3.0,0.15,0.0,-0.15,480.0,504.0
WFP-000342,20241101,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000343,20241101,6,6,"Charlotte, NC",2.1,2.0,0.1,0.0,-0.1,320.0,336.0
WFP-000344,20241101,6,6,"Remote, US",7.52,6.0,1.52,2.0,-1.52,960.0,1203.2
WFP-000345,20241101,7,7,"Atlanta, GA",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000346,20241101,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000347,20241101,7,7,"Charlotte, NC",1.04,1.0,0.04,1.0,-0.04,160.0,166.4
WFP-000348,20241101,7,7,"Remote, US",6.05,4.8,1.25,1.0,-1.25,768.0,968.0
WFP-000349,20241101,8,8,"Atlanta, GA",3.87,2.73,1.14,0.73,-1.14,436.8,619.2
WFP-000350,20241101,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000351,20241101,8,8,"Charlotte, NC",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000352,20241101,8,8,"Remote, US",1.97,1.9,0.07,1.0,-0.07,304.0,315.2
WFP-000353,20241201,1,1,"Atlanta, GA",5.56,5.0,0.56,2.0,-0.56,800.0,889.6
WFP-000354,20241201,1,1,"Phoenix, AZ",3.33,3.0,0.33,0.0,-0.33,480.0,532.8
WFP-000355,20241201,1,1,"Charlotte, NC",10.62,4.7,5.92,1.0,-5.92,752.0,1699.2
WFP-000356,20241201,1,1,"Remote, US",6.67,6.0,0.67,2.0,-0.67,960.0,1067.2
WFP-000357,20241201,2,2,"Atlanta, GA",2.24,2.0,0.24,0.0,-0.24,320.0,358.4
WFP-000358,20241201,2,2,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000359,20241201,2,2,"Charlotte, NC",2.24,2.0,0.24,1.0,-0.24,320.0,358.4
WFP-000360,20241201,2,2,"Remote, US",8.43,5.0,3.43,0.0,-3.43,800.0,1348.8
WFP-000361,20241201,3,3,"Atlanta, GA",1.95,2.0,0.0,0.0,0.05,320.0,312.0
WFP-000362,20241201,3,3,"Phoenix, AZ",5.86,6.0,0.0,1.0,0.14,960.0,937.6
WFP-000363,20241201,3,3,"Charlotte, NC",9.76,9.0,0.76,1.0,-0.76,1440.0,1561.6
WFP-000364,20241201,3,3,"Remote, US",0.98,1.0,0.0,0.0,0.02,160.0,156.8
WFP-000365,20241201,4,4,"Atlanta, GA",2.91,2.9,0.01,0.0,-0.01,464.0,465.6
WFP-000366,20241201,4,4,"Phoenix, AZ",12.03,11.0,1.03,1.0,-1.03,1760.0,1924.8
WFP-000367,20241201,4,4,"Charlotte, NC",6.01,6.0,0.01,1.0,-0.01,960.0,961.6
WFP-000368,20241201,4,4,"Remote, US",1.0,1.0,0.0,0.0,0.0,160.0,160.0
WFP-000369,20241201,5,5,"Atlanta, GA",4.18,4.0,0.18,2.0,-0.18,640.0,668.8
WFP-000370,20241201,5,5,"Phoenix, AZ",2.09,2.0,0.09,0.0,-0.09,320.0,334.4
WFP-000371,20241201,5,5,"Charlotte, NC",8.6,7.0,1.6,1.0,-1.6,1120.0,1376.0
WFP-000372,20241201,5,5,"Remote, US",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000373,20241201,6,6,"Atlanta, GA",3.14,3.0,0.14,0.0,-0.14,480.0,502.4
WFP-000374,20241201,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000375,20241201,6,6,"Charlotte, NC",2.1,2.0,0.1,0.0,-0.1,320.0,336.0
WFP-000376,20241201,6,6,"Remote, US",7.41,6.0,1.41,2.0,-1.41,960.0,1185.6
WFP-000377,20241201,7,7,"Atlanta, GA",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000378,20241201,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000379,20241201,7,7,"Charlotte, NC",1.01,1.0,0.01,1.0,-0.01,160.0,161.6
WFP-000380,20241201,7,7,"Remote, US",6.08,5.0,1.08,1.0,-1.08,800.0,972.8
WFP-000381,20241201,8,8,"Atlanta, GA",3.62,1.9,1.72,0.0,-1.72,304.0,579.2
WFP-000382,20241201,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000383,20241201,8,8,"Charlotte, NC",1.12,1.0,0.12,0.0,-0.12,160.0,179.2
WFP-000384,20241201,8,8,"Remote, US",2.23,2.0,0.23,1.0,-0.23,320.0,356.8
WFP-000385,20250101,1,1,"Atlanta, GA",5.53,5.0,0.53,2.0,-0.53,800.0,884.8
WFP-000386,20250101,1,1,"Phoenix, AZ",3.32,3.0,0.32,0.0,-0.32,480.0,531.2
WFP-000387,20250101,1,1,"Charlotte, NC",10.68,5.0,5.68,1.0,-5.68,800.0,1708.8
WFP-000388,20250101,1,1,"Remote, US",6.63,6.0,0.63,2.0,-0.63,960.0,1060.8
WFP-000389,20250101,2,2,"Atlanta, GA",1.65,1.5,0.15,0.0,-0.15,240.0,264.0
WFP-000390,20250101,2,2,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000391,20250101,2,2,"Charlotte, NC",2.2,2.0,0.2,1.0,-0.2,320.0,352.0
WFP-000392,20250101,2,2,"Remote, US",8.84,5.9,2.94,0.0,-2.94,944.0,1414.4
WFP-000393,20250101,3,3,"Atlanta, GA",1.77,1.8,0.0,0.0,0.03,288.0,283.2
WFP-000394,20250101,3,3,"Phoenix, AZ",5.9,6.0,0.0,1.0,0.1,960.0,944.0
WFP-000395,20250101,3,3,"Charlotte, NC",9.83,9.0,0.83,1.0,-0.83,1440.0,1572.8
WFP-000396,20250101,3,3,"Remote, US",0.98,1.0,0.0,0.0,0.02,160.0,156.8
WFP-000397,20250101,4,4,"Atlanta, GA",3.0,3.0,0.0,0.0,0.0,480.0,480.0
WFP-000398,20250101,4,4,"Phoenix, AZ",12.01,11.0,1.01,1.0,-1.01,1760.0,1921.6
WFP-000399,20250101,4,4,"Charlotte, NC",6.0,6.0,0.0,1.0,0.0,960.0,960.0
WFP-000400,20250101,4,4,"Remote, US",1.0,1.0,0.0,0.0,0.0,160.0,160.0
WFP-000401,20250101,5,5,"Atlanta, GA",4.19,4.0,0.19,2.0,-0.19,640.0,670.4
WFP-000402,20250101,5,5,"Phoenix, AZ",2.1,2.0,0.1,0.0,-0.1,320.0,336.0
WFP-000403,20250101,5,5,"Charlotte, NC",8.76,7.0,1.76,1.0,-1.76,1120.0,1401.6
WFP-000404,20250101,5,5,"Remote, US",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000405,20250101,6,6,"Atlanta, GA",3.2,3.0,0.2,0.0,-0.2,480.0,512.0
WFP-000406,20250101,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000407,20250101,6,6,"Charlotte, NC",2.13,2.0,0.13,0.0,-0.13,320.0,340.8
WFP-000408,20250101,6,6,"Remote, US",7.4,5.5,1.9,2.0,-1.9,880.0,1184.0
WFP-000409,20250101,7,7,"Atlanta, GA",1.01,1.0,0.01,0.0,-0.01,160.0,161.6
WFP-000410,20250101,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000411,20250101,7,7,"Charlotte, NC",1.01,1.0,0.01,1.0,-0.01,160.0,161.6
WFP-000412,20250101,7,7,"Remote, US",6.07,5.0,1.07,1.0,-1.07,800.0,971.2
WFP-000413,20250101,8,8,"Atlanta, GA",4.09,2.0,2.09,0.0,-2.09,320.0,654.4
WFP-000414,20250101,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000415,20250101,8,8,"Charlotte, NC",1.14,1.0,0.14,0.0,-0.14,160.0,182.4
WFP-000416,20250101,8,8,"Remote, US",1.71,1.5,0.21,1.0,-0.21,240.0,273.6
WFP-000417,20250201,1,1,"Atlanta, GA",5.41,5.0,0.41,2.0,-0.41,800.0,865.6
WFP-000418,20250201,1,1,"Phoenix, AZ",3.25,3.0,0.25,0.0,-0.25,480.0,520.0
WFP-000419,20250201,1,1,"Charlotte, NC",10.39,5.89,4.5,1.0,-4.5,942.4,1662.4
WFP-000420,20250201,1,1,"Remote, US",7.11,6.57,0.54,2.57,-0.54,1051.2,1137.6
WFP-000421,20250201,2,2,"Atlanta, GA",1.95,1.8,0.15,0.0,-0.15,288.0,312.0
WFP-000422,20250201,2,2,"Phoenix, AZ",0.23,0.21,0.02,0.0,-0.02,33.6,36.8
WFP-000423,20250201,2,2,"Charlotte, NC",2.16,2.0,0.16,1.0,-0.16,320.0,345.6
WFP-000424,20250201,2,2,"Remote, US",8.4,6.0,2.4,0.0,-2.4,960.0,1344.0
WFP-000425,20250201,3,3,"Atlanta, GA",1.87,1.9,0.0,0.0,0.03,304.0,299.2
WFP-000426,20250201,3,3,"Phoenix, AZ",5.91,6.0,0.0,1.0,0.09,960.0,945.6
WFP-000427,20250201,3,3,"Charlotte, NC",9.85,9.0,0.85,1.0,-0.85,1440.0,1576.0
WFP-000428,20250201,3,3,"Remote, US",0.98,1.0,0.0,0.0,0.02,160.0,156.8
WFP-000429,20250201,4,4,"Atlanta, GA",2.83,2.8,0.03,0.0,-0.03,448.0,452.8
WFP-000430,20250201,4,4,"Phoenix, AZ",12.13,11.0,1.13,1.0,-1.13,1760.0,1940.8
WFP-000431,20250201,4,4,"Charlotte, NC",6.07,6.0,0.07,1.0,-0.07,960.0,971.2
WFP-000432,20250201,4,4,"Remote, US",1.01,1.0,0.01,0.0,-0.01,160.0,161.6
WFP-000433,20250201,5,5,"Atlanta, GA",4.2,4.0,0.2,2.0,-0.2,640.0,672.0
WFP-000434,20250201,5,5,"Phoenix, AZ",2.1,2.0,0.1,0.0,-0.1,320.0,336.0
WFP-000435,20250201,5,5,"Charlotte, NC",8.85,7.0,1.85,1.0,-1.85,1120.0,1416.0
WFP-000436,20250201,5,5,"Remote, US",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000437,20250201,6,6,"Atlanta, GA",3.22,3.0,0.22,0.0,-0.22,480.0,515.2
WFP-000438,20250201,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000439,20250201,6,6,"Charlotte, NC",1.34,1.25,0.09,0.0,-0.09,200.0,214.4
WFP-000440,20250201,6,6,"Remote, US",8.19,6.0,2.19,2.0,-2.19,960.0,1310.4
WFP-000441,20250201,7,7,"Atlanta, GA",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000442,20250201,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000443,20250201,7,7,"Charlotte, NC",1.03,1.0,0.03,1.0,-0.03,160.0,164.8
WFP-000444,20250201,7,7,"Remote, US",6.21,5.0,1.21,1.0,-1.21,800.0,993.6
WFP-000445,20250201,8,8,"Atlanta, GA",3.89,2.83,1.06,0.0,-1.06,452.8,622.4
WFP-000446,20250201,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000447,20250201,8,8,"Charlotte, NC",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000448,20250201,8,8,"Remote, US",2.03,2.0,0.03,1.0,-0.03,320.0,324.8
WFP-000449,20250301,1,1,"Atlanta, GA",5.28,4.9,0.38,2.0,-0.38,784.0,844.8
WFP-000450,20250301,1,1,"Phoenix, AZ",3.23,3.0,0.23,0.0,-0.23,480.0,516.8
WFP-000451,20250301,1,1,"Charlotte, NC",10.25,6.0,4.25,1.0,-4.25,960.0,1640.0
WFP-000452,20250301,1,1,"Remote, US",7.44,6.9,0.54,3.0,-0.54,1104.0,1190.4
WFP-000453,20250301,2,2,"Atlanta, GA",2.13,2.0,0.13,0.0,-0.13,320.0,340.8
WFP-000454,20250301,2,2,"Phoenix, AZ",1.06,1.0,0.06,0.0,-0.06,160.0,169.6
WFP-000455,20250301,2,2,"Charlotte, NC",1.6,1.5,0.1,1.0,-0.1,240.0,256.0
WFP-000456,20250301,2,2,"Remote, US",7.92,6.0,1.92,0.0,-1.92,960.0,1267.2
WFP-000457,20250301,3,3,"Atlanta, GA",1.99,2.0,0.0,0.0,0.01,320.0,318.4
WFP-000458,20250301,3,3,"Phoenix, AZ",5.95,6.0,0.0,1.0,0.05,960.0,952.0
WFP-000459,20250301,3,3,"Charlotte, NC",9.92,9.0,0.92,1.0,-0.92,1440.0,1587.2
WFP-000460,20250301,3,3,"Remote, US",0.99,1.0,0.0,0.0,0.01,160.0,158.4
WFP-000461,20250301,4,4,"Atlanta, GA",3.04,3.0,0.04,0.0,-0.04,480.0,486.4
WFP-000462,20250301,4,4,"Phoenix, AZ",12.16,11.0,1.16,1.0,-1.16,1760.0,1945.6
WFP-000463,20250301,4,4,"Charlotte, NC",5.77,5.7,0.07,1.0,-0.07,912.0,923.2
WFP-000464,20250301,4,4,"Remote, US",1.01,1.0,0.01,0.0,-0.01,160.0,161.6
WFP-000465,20250301,5,5,"Atlanta, GA",4.15,4.0,0.15,2.0,-0.15,640.0,664.0
WFP-000466,20250301,5,5,"Phoenix, AZ",2.57,2.47,0.1,0.0,-0.1,395.2,411.2
WFP-000467,20250301,5,5,"Charlotte, NC",8.45,7.0,1.45,1.0,-1.45,1120.0,1352.0
WFP-000468,20250301,5,5,"Remote, US",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000469,20250301,6,6,"Atlanta, GA",3.2,3.0,0.2,0.0,-0.2,480.0,512.0
WFP-000470,20250301,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000471,20250301,6,6,"Charlotte, NC",1.07,1.0,0.07,0.0,-0.07,160.0,171.2
WFP-000472,20250301,6,6,"Remote, US",8.43,6.39,2.04,2.0,-2.04,1022.4,1348.8
WFP-000473,20250301,7,7,"Atlanta, GA",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000474,20250301,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000475,20250301,7,7,"Charlotte, NC",1.02,1.0,0.02,1.0,-0.02,160.0,163.2
WFP-000476,20250301,7,7,"Remote, US",6.12,5.0,1.12,1.0,-1.12,800.0,979.2
WFP-000477,20250301,8,8,"Atlanta, GA",3.76,2.5,1.26,0.0,-1.26,400.0,601.6
WFP-000478,20250301,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000479,20250301,8,8,"Charlotte, NC",1.07,1.0,0.07,0.0,-0.07,160.0,171.2
WFP-000480,20250301,8,8,"Remote, US",2.15,2.0,0.15,1.0,-0.15,320.0,344.0
WFP-000481,20250401,1,1,"Atlanta, GA",5.37,5.0,0.37,2.0,-0.37,800.0,859.2
WFP-000482,20250401,1,1,"Phoenix, AZ",3.22,3.0,0.22,0.0,-0.22,480.0,515.2
WFP-000483,20250401,1,1,"Charlotte, NC",10.06,6.0,4.06,1.0,-4.06,960.0,1609.6
WFP-000484,20250401,1,1,"Remote, US",7.76,7.23,0.53,3.0,-0.53,1156.8,1241.6
WFP-000485,20250401,2,2,"Atlanta, GA",2.12,2.0,0.12,0.0,-0.12,320.0,339.2
WFP-000486,20250401,2,2,"Phoenix, AZ",1.06,1.0,0.06,0.0,-0.06,160.0,169.6
WFP-000487,20250401,2,2,"Charlotte, NC",1.8,1.7,0.1,1.0,-0.1,272.0,288.0
WFP-000488,20250401,2,2,"Remote, US",7.72,6.0,1.72,0.0,-1.72,960.0,1235.2
WFP-000489,20250401,3,3,"Atlanta, GA",1.99,2.0,0.0,0.0,0.01,320.0,318.4
WFP-000490,20250401,3,3,"Phoenix, AZ",5.98,6.0,0.0,1.0,0.02,960.0,956.8
WFP-000491,20250401,3,3,"Charlotte, NC",9.97,9.0,0.97,1.0,-0.97,1440.0,1595.2
WFP-000492,20250401,3,3,"Remote, US",1.0,1.0,0.0,0.0,0.0,160.0,160.0
WFP-000493,20250401,4,4,"Atlanta, GA",2.77,2.7,0.07,0.0,-0.07,432.0,443.2
WFP-000494,20250401,4,4,"Phoenix, AZ",12.24,10.9,1.34,1.0,-1.34,1744.0,1958.4
WFP-000495,20250401,4,4,"Charlotte, NC",6.15,6.0,0.15,1.0,-0.15,960.0,984.0
WFP-000496,20250401,4,4,"Remote, US",1.03,1.0,0.03,0.0,-0.03,160.0,164.8
WFP-000497,20250401,5,5,"Atlanta, GA",4.13,4.0,0.13,2.0,-0.13,640.0,660.8
WFP-000498,20250401,5,5,"Phoenix, AZ",2.79,2.7,0.09,0.0,-0.09,432.0,446.4
WFP-000499,20250401,5,5,"Charlotte, NC",8.27,7.0,1.27,1.0,-1.27,1120.0,1323.2
WFP-000500,20250401,5,5,"Remote, US",1.03,1.0,0.03,0.0,-0.03,160.0,164.8
WFP-000501,20250401,6,6,"Atlanta, GA",3.16,3.0,0.16,0.0,-0.16,480.0,505.6
WFP-000502,20250401,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000503,20250401,6,6,"Charlotte, NC",1.06,1.0,0.06,0.0,-0.06,160.0,169.6
WFP-000504,20250401,6,6,"Remote, US",8.47,6.8,1.67,2.0,-1.67,1088.0,1355.2
WFP-000505,20250401,7,7,"Atlanta, GA",1.01,1.0,0.01,0.0,-0.01,160.0,161.6
WFP-000506,20250401,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000507,20250401,7,7,"Charlotte, NC",1.01,1.0,0.01,1.0,-0.01,160.0,161.6
WFP-000508,20250401,7,7,"Remote, US",6.07,5.0,1.07,1.0,-1.07,800.0,971.2
WFP-000509,20250401,8,8,"Atlanta, GA",3.92,2.9,1.02,0.0,-1.02,464.0,627.2
WFP-000510,20250401,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000511,20250401,8,8,"Charlotte, NC",1.0,1.0,0.0,0.0,0.0,160.0,160.0
WFP-000512,20250401,8,8,"Remote, US",2.01,2.0,0.01,1.0,-0.01,320.0,321.6
WFP-000513,20250501,1,1,"Atlanta, GA",5.88,5.65,0.23,2.0,-0.23,904.0,940.8
WFP-000514,20250501,1,1,"Phoenix, AZ",3.12,3.0,0.12,0.0,-0.12,480.0,499.2
WFP-000515,20250501,1,1,"Charlotte, NC",9.3,6.97,2.33,1.0,-2.33,1115.2,1488.0
WFP-000516,20250501,1,1,"Remote, US",8.33,8.0,0.33,3.0,-0.33,1280.0,1332.8
