FinancialRecordID,MonthStartDateKey,FiscalMonth,ProjectKey,CostCategory,PeriodType,BudgetAmount,ActualLaborCost,ActualMaterialCost,ActualOtherCost,ActualCostAmount,CommittedCost,ForecastToComplete,EAC,PlannedLaborHours,ActualLaborHours
FIN-000198,20240701,2024-07,4,Contractor,Actual,15087.47,40063.59,0.0,0.0,40063.59,0.0,0.0,40063.59,119.77,334.5
FIN-000199,20240701,2024-07,4,Material,Actual,51842.22,0.0,37387.72,0.0,37387.72,0.0,0.0,37387.72,0.0,0.0
FIN-000200,20240701,2024-07,4,Other,Actual,14624.01,0.0,0.0,13183.21,13183.21,0.0,0.0,13183.21,0.0,0.0
FIN-000201,20240801,2024-08,4,Labor,Actual,63688.49,128374.55,0.0,0.0,128374.55,0.0,0.0,128374.55,654.39,1408.25
FIN-000202,20240801,2024-08,4,Contractor,Actual,16131.53,38173.2,0.0,0.0,38173.2,0.0,0.0,38173.2,128.06,307.5
FIN-000203,20240801,2024-08,4,Material,Actual,56528.64,0.0,46337.15,0.0,46337.15,0.0,0.0,46337.15,0.0,0.0
FIN-000204,20240801,2024-08,4,Other,Actual,17164.25,0.0,0.0,12822.66,12822.66,0.0,0.0,12822.66,0.0,0.0
FIN-000205,20240901,2024-09,4,Labor,Actual,64732.58,103335.25,0.0,0.0,103335.25,0.0,0.0,103335.25,665.12,1099.25
FIN-000206,20240901,2024-09,4,Contractor,Actual,17344.12,51919.42,0.0,0.0,51919.42,0.0,0.0,51919.42,137.69,423.5
FIN-000207,20240901,2024-09,4,Material,Actual,53915.06,0.0,47464.99,0.0,47464.99,0.0,0.0,47464.99,0.0,0.0
FIN-000208,20240901,2024-09,4,Other,Actual,17570.1,0.0,0.0,13702.57,13702.57,0.0,0.0,13702.57,0.0,0.0
FIN-000209,20241001,2024-10,4,Labor,Actual,74163.34,118680.11,0.0,0.0,118680.11,0.0,0.0,118680.11,762.02,1289.75
FIN-000210,20241001,2024-10,4,Contractor,Actual,18250.36,27592.46,0.0,0.0,27592.46,0.0,0.0,27592.46,144.88,219.5
FIN-000211,20241001,2024-10,4,Material,Actual,57940.49,0.0,51922.74,0.0,51922.74,0.0,0.0,51922.74,0.0,0.0
FIN-000212,20241001,2024-10,4,Other,Actual,18710.88,0.0,0.0,16025.84,16025.84,0.0,0.0,16025.84,0.0,0.0
FIN-000213,20241101,2024-11,4,Labor,Actual,74988.0,57334.26,0.0,0.0,57334.26,0.0,0.0,57334.26,770.49,609.25
FIN-000214,20241101,2024-11,4,Contractor,Actual,18680.43,20109.39,0.0,0.0,20109.39,0.0,0.0,20109.39,148.29,147.25
FIN-000215,20241101,2024-11,4,Material,Actual,62549.78,0.0,55747.75,0.0,55747.75,0.0,0.0,55747.75,0.0,0.0
FIN-000216,20241101,2024-11,4,Other,Actual,19760.68,0.0,0.0,14733.87,14733.87,0.0,0.0,14733.87,0.0,0.0
FIN-000217,20241201,2024-12,4,Labor,Actual,79900.46,74505.01,0.0,0.0,74505.01,0.0,0.0,74505.01,820.97,806.25
FIN-000218,20241201,2024-12,4,Contractor,Actual,21042.8,42402.96,0.0,0.0,42402.96,0.0,0.0,42402.96,167.05,354.5
FIN-000219,20241201,2024-12,4,Material,Actual,61221.64,0.0,52799.12,0.0,52799.12,0.0,0.0,52799.12,0.0,0.0
FIN-000220,20241201,2024-12,4,Other,Actual,20105.31,0.0,0.0,16100.13,16100.13,0.0,0.0,16100.13,0.0,0.0
FIN-000221,20250101,2025-01,4,Labor,Actual,83818.12,51452.95,0.0,0.0,51452.95,0.0,0.0,51452.95,861.22,543.25
FIN-000222,20250101,2025-01,4,Contractor,Actual,23337.66,32856.92,0.0,0.0,32856.92,0.0,0.0,32856.92,185.27,273.0
FIN-000223,20250101,2025-01,4,Material,Actual,62988.59,0.0,57398.59,0.0,57398.59,0.0,0.0,57398.59,0.0,0.0
FIN-000224,20250101,2025-01,4,Other,Actual,21043.26,0.0,0.0,16398.89,16398.89,0.0,0.0,16398.89,0.0,0.0
FIN-000225,20250201,2025-02,4,Labor,Actual,86994.98,45789.34,0.0,0.0,45789.34,0.0,0.0,45789.34,893.86,496.5
FIN-000226,20250201,2025-02,4,Contractor,Actual,23802.48,37780.96,0.0,0.0,37780.96,0.0,0.0,37780.96,188.96,277.75
FIN-000227,20250201,2025-02,4,Material,Actual,70082.11,0.0,58631.37,0.0,58631.37,0.0,0.0,58631.37,0.0,0.0
FIN-000228,20250201,2025-02,4,Other,Actual,19707.11,0.0,0.0,17525.7,17525.7,0.0,0.0,17525.7,0.0,0.0
FIN-000229,20250301,2025-03,4,Labor,Actual,84644.6,70518.69,0.0,0.0,70518.69,0.0,0.0,70518.69,869.71,775.75
FIN-000230,20250301,2025-03,4,Contractor,Actual,25801.1,2535.3,0.0,0.0,2535.3,0.0,0.0,2535.3,204.82,27.0
FIN-000231,20250301,2025-03,4,Material,Actual,68368.15,0.0,48975.62,0.0,48975.62,0.0,0.0,48975.62,0.0,0.0
FIN-000232,20250301,2025-03,4,Other,Actual,21695.34,0.0,0.0,14828.86,14828.86,0.0,0.0,14828.86,0.0,0.0
FIN-000233,20250401,2025-04,4,Labor,Actual,98354.35,84115.14,0.0,0.0,84115.14,0.0,0.0,84115.14,1010.58,904.75
FIN-000234,20250401,2025-04,4,Contractor,Actual,25828.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.04,0.0
FIN-000235,20250401,2025-04,4,Material,Actual,68839.06,0.0,62942.49,0.0,62942.49,0.0,0.0,62942.49,0.0,0.0
FIN-000236,20250401,2025-04,4,Other,Actual,22655.83,0.0,0.0,20323.3,20323.3,0.0,0.0,20323.3,0.0,0.0
FIN-000237,20250501,2025-05,4,Labor,Actual,97755.33,50912.35,0.0,0.0,50912.35,0.0,0.0,50912.35,1004.43,559.75
FIN-000238,20250501,2025-05,4,Contractor,Actual,27501.08,3212.82,0.0,0.0,3212.82,0.0,0.0,3212.82,218.32,29.25
FIN-000239,20250501,2025-05,4,Material,Actual,69337.52,0.0,66127.38,0.0,66127.38,0.0,0.0,66127.38,0.0,0.0
FIN-000240,20250501,2025-05,4,Other,Actual,21678.57,0.0,0.0,18804.84,18804.84,0.0,0.0,18804.84,0.0,0.0
FIN-000241,20250601,2025-06,4,Labor,Actual,102882.13,115981.16,0.0,0.0,115981.16,0.0,0.0,115981.16,1057.1,1251.75
FIN-000242,20250601,2025-06,4,Contractor,Actual,30024.67,8637.37,0.0,0.0,8637.37,0.0,0.0,8637.37,238.35,78.75
FIN-000243,20250601,2025-06,4,Material,Actual,68140.73,0.0,59965.03,0.0,59965.03,0.0,0.0,59965.03,0.0,0.0
FIN-000244,20250601,2025-06,4,Other,Actual,21508.13,0.0,0.0,14909.88,14909.88,0.0,0.0,14909.88,0.0,0.0
FIN-000245,20250701,2025-07,4,Labor,Forecast,109384.42,0.0,0.0,0.0,0.0,47770.69,125394.62,125394.62,1123.91,0.0
FIN-000246,20250701,2025-07,4,Contractor,Forecast,33258.3,0.0,0.0,0.0,0.0,36519.8,53168.07,53168.07,264.02,0.0
FIN-000247,20250701,2025-07,4,Material,Forecast,75203.51,0.0,0.0,0.0,0.0,67856.52,112884.35,112884.35,0.0,0.0
FIN-000248,20250701,2025-07,4,Other,Forecast,22883.9,0.0,0.0,0.0,0.0,8957.98,25902.31,25902.31,0.0,0.0
FIN-000249,20250801,2025-08,4,Labor,Forecast,106892.62,0.0,0.0,0.0,0.0,37953.97,110497.44,110497.44,1098.31,0.0
FIN-000250,20250801,2025-08,4,Contractor,Forecast,31593.95,0.0,0.0,0.0,0.0,36832.02,52998.85,52998.85,250.81,0.0
FIN-000251,20250801,2025-08,4,Material,Forecast,72805.53,0.0,0.0,0.0,0.0,84626.99,122444.11,122444.11,0.0,0.0
FIN-000252,20250801,2025-08,4,Other,Forecast,22362.02,0.0,0.0,0.0,0.0,7466.3,24126.58,24126.58,0.0,0.0
FIN-000253,20250901,2025-09,4,Labor,Forecast,113230.23,0.0,0.0,0.0,0.0,48710.07,129689.01,129689.01,1163.43,0.0
FIN-000254,20250901,2025-09,4,Contractor,Forecast,34873.02,0.0,0.0,0.0,0.0,39703.8,54359.24,54359.24,276.84,0.0
FIN-000255,20250901,2025-09,4,Material,Forecast,79260.64,0.0,0.0,0.0,0.0,90075.33,131647.48,131647.48,0.0,0.0
FIN-000256,20250901,2025-09,4,Other,Forecast,22706.86,0.0,0.0,0.0,0.0,7068.82,24950.07,24950.07,0.0,0.0
FIN-000257,20251001,2025-10,4,Labor,Forecast,122041.62,0.0,0.0,0.0,0.0,39331.63,126818.39,126818.39,1253.96,0.0
FIN-000258,20251001,2025-10,4,Contractor,Forecast,34896.85,0.0,0.0,0.0,0.0,38538.25,55445.57,55445.57,277.03,0.0
FIN-000259,20251001,2025-10,4,Material,Forecast,76865.37,0.0,0.0,0.0,0.0,76099.43,120939.65,120939.65,0.0,0.0
FIN-000260,20251001,2025-10,4,Other,Forecast,24506.97,0.0,0.0,0.0,0.0,7111.25,27909.96,27909.96,0.0,0.0
FIN-000261,20251101,2025-11,4,Labor,Forecast,117165.05,0.0,0.0,0.0,0.0,36576.15,132975.01,132975.01,1203.86,0.0
FIN-000262,20251101,2025-11,4,Contractor,Forecast,40796.65,0.0,0.0,0.0,0.0,41335.89,65667.63,65667.63,323.86,0.0
FIN-000263,20251101,2025-11,4,Material,Forecast,81077.06,0.0,0.0,0.0,0.0,88642.1,125910.99,125910.99,0.0,0.0
FIN-000264,20251101,2025-11,4,Other,Forecast,24642.37,0.0,0.0,0.0,0.0,5180.19,28052.29,28052.29,0.0,0.0
FIN-000265,20240301,2024-03,5,Labor,Actual,41835.56,209293.82,0.0,0.0,209293.82,0.0,0.0,209293.82,450.65,2352.0
FIN-000266,20240301,2024-03,5,Contractor,Actual,6402.25,71809.7,0.0,0.0,71809.7,0.0,0.0,71809.7,54.8,569.0
FIN-000267,20240301,2024-03,5,Material,Actual,23416.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000268,20240301,2024-03,5,Other,Actual,13069.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000269,20240401,2024-04,5,Labor,Actual,46864.19,256905.89,0.0,0.0,256905.89,0.0,0.0,256905.89,504.81,2829.0
FIN-000270,20240401,2024-04,5,Contractor,Actual,7995.34,75422.28,0.0,0.0,75422.28,0.0,0.0,75422.28,68.44,604.0
FIN-000271,20240401,2024-04,5,Material,Actual,27987.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000272,20240401,2024-04,5,Other,Actual,14796.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000273,20240501,2024-05,5,Labor,Actual,52174.43,160682.76,0.0,0.0,160682.76,0.0,0.0,160682.76,562.01,1793.25
FIN-000274,20240501,2024-05,5,Contractor,Actual,8683.99,53789.91,0.0,0.0,53789.91,0.0,0.0,53789.91,74.33,442.5
FIN-000275,20240501,2024-05,5,Material,Actual,28742.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000276,20240501,2024-05,5,Other,Actual,15775.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000277,20240601,2024-06,5,Labor,Actual,54667.88,178466.1,0.0,0.0,178466.1,0.0,0.0,178466.1,588.87,1994.5
FIN-000278,20240601,2024-06,5,Contractor,Actual,9643.0,27824.89,0.0,0.0,27824.89,0.0,0.0,27824.89,82.54,234.5
FIN-000279,20240601,2024-06,5,Material,Actual,29640.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000280,20240601,2024-06,5,Other,Actual,16367.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000281,20240701,2024-07,5,Labor,Actual,56907.19,160351.84,0.0,0.0,160351.84,0.0,0.0,160351.84,612.99,1760.5
FIN-000282,20240701,2024-07,5,Contractor,Actual,11019.71,33350.24,0.0,0.0,33350.24,0.0,0.0,33350.24,94.32,252.75
FIN-000283,20240701,2024-07,5,Material,Actual,31322.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000284,20240701,2024-07,5,Other,Actual,18356.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000285,20240801,2024-08,5,Labor,Actual,65151.56,80778.08,0.0,0.0,80778.08,0.0,0.0,80778.08,701.8,913.0
FIN-000286,20240801,2024-08,5,Contractor,Actual,11934.72,21147.42,0.0,0.0,21147.42,0.0,0.0,21147.42,102.16,196.25
FIN-000287,20240801,2024-08,5,Material,Actual,34332.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000288,20240801,2024-08,5,Other,Actual,18439.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000289,20240901,2024-09,5,Labor,Actual,71231.54,159508.5,0.0,0.0,159508.5,0.0,0.0,159508.5,767.29,1750.0
FIN-000290,20240901,2024-09,5,Contractor,Actual,13331.88,15284.58,0.0,0.0,15284.58,0.0,0.0,15284.58,114.11,146.0
FIN-000291,20240901,2024-09,5,Material,Actual,35137.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000292,20240901,2024-09,5,Other,Actual,18574.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000293,20241001,2024-10,5,Labor,Actual,70392.15,84473.65,0.0,0.0,84473.65,0.0,0.0,84473.65,758.25,964.25
FIN-000294,20241001,2024-10,5,Contractor,Actual,14835.49,12364.37,0.0,0.0,12364.37,0.0,0.0,12364.37,126.98,100.5
FIN-000295,20241001,2024-10,5,Material,Actual,33788.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000296,20241001,2024-10,5,Other,Actual,20754.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000297,20241101,2024-11,5,Labor,Actual,76462.28,74424.18,0.0,0.0,74424.18,0.0,0.0,74424.18,823.64,844.25
FIN-000298,20241101,2024-11,5,Contractor,Actual,16229.9,8458.9,0.0,0.0,8458.9,0.0,0.0,8458.9,138.92,69.5
FIN-000299,20241101,2024-11,5,Material,Actual,38261.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000300,20241101,2024-11,5,Other,Actual,21875.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000301,20241201,2024-12,5,Labor,Actual,87257.49,67634.54,0.0,0.0,67634.54,0.0,0.0,67634.54,939.92,760.5
FIN-000302,20241201,2024-12,5,Contractor,Actual,18285.82,14280.15,0.0,0.0,14280.15,0.0,0.0,14280.15,156.52,111.0
FIN-000303,20241201,2024-12,5,Material,Actual,36691.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000304,20241201,2024-12,5,Other,Actual,23000.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000305,20250101,2025-01,5,Labor,Actual,82004.15,84209.31,0.0,0.0,84209.31,0.0,0.0,84209.31,883.34,1006.0
FIN-000306,20250101,2025-01,5,Contractor,Actual,20634.0,5571.08,0.0,0.0,5571.08,0.0,0.0,5571.08,176.62,52.5
FIN-000307,20250101,2025-01,5,Material,Actual,36732.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000308,20250101,2025-01,5,Other,Actual,23992.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000309,20250301,2025-03,6,Labor,Actual,106352.09,58570.99,0.0,0.0,58570.99,0.0,0.0,58570.99,1223.15,696.25
FIN-000310,20250301,2025-03,6,Contractor,Actual,23330.24,8909.46,0.0,0.0,8909.46,0.0,0.0,8909.46,182.66,84.75
FIN-000311,20250301,2025-03,6,Material,Actual,63294.26,0.0,88128.86,0.0,88128.86,0.0,0.0,88128.86,0.0,0.0
FIN-000312,20250301,2025-03,6,Other,Actual,28925.85,0.0,0.0,48012.91,48012.91,0.0,0.0,48012.91,0.0,0.0
FIN-000313,20250401,2025-04,6,Labor,Actual,132544.35,81496.43,0.0,0.0,81496.43,0.0,0.0,81496.43,1524.38,893.25
FIN-000314,20250401,2025-04,6,Contractor,Actual,33937.45,2535.3,0.0,0.0,2535.3,0.0,0.0,2535.3,265.7,27.0
FIN-000315,20250401,2025-04,6,Material,Actual,90262.31,0.0,138885.11,0.0,138885.11,0.0,0.0,138885.11,0.0,0.0
FIN-000316,20250401,2025-04,6,Other,Actual,40173.28,0.0,0.0,57824.56,57824.56,0.0,0.0,57824.56,0.0,0.0
FIN-000317,20250501,2025-05,6,Labor,Actual,182047.22,96429.8,0.0,0.0,96429.8,0.0,0.0,96429.8,2093.71,1062.0
FIN-000318,20250501,2025-05,6,Contractor,Actual,42558.85,11433.38,0.0,0.0,11433.38,0.0,0.0,11433.38,333.2,111.25
FIN-000319,20250501,2025-05,6,Material,Actual,98022.06,0.0,130285.09,0.0,130285.09,0.0,0.0,130285.09,0.0,0.0
FIN-000320,20250501,2025-05,6,Other,Actual,47863.26,0.0,0.0,73054.16,73054.16,0.0,0.0,73054.16,0.0,0.0
FIN-000321,20250601,2025-06,6,Labor,Actual,194965.12,113083.12,0.0,0.0,113083.12,0.0,0.0,113083.12,2242.28,1291.0
FIN-000322,20250601,2025-06,6,Contractor,Actual,49101.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.43,0.0
FIN-000323,20250601,2025-06,6,Material,Actual,109588.21,0.0,177218.09,0.0,177218.09,0.0,0.0,177218.09,0.0,0.0
FIN-000324,20250601,2025-06,6,Other,Actual,55353.17,0.0,0.0,72223.83,72223.83,0.0,0.0,72223.83,0.0,0.0
FIN-000325,20250701,2025-07,6,Labor,Forecast,205588.97,0.0,0.0,0.0,0.0,66616.49,205476.06,205476.06,2364.46,0.0
FIN-000326,20250701,2025-07,6,Contractor,Forecast,55335.09,0.0,0.0,0.0,0.0,25339.09,54330.67,54330.67,433.23,0.0
FIN-000327,20250701,2025-07,6,Material,Forecast,118614.74,0.0,0.0,0.0,0.0,50339.01,131021.14,131021.14,0.0,0.0
FIN-000328,20250701,2025-07,6,Other,Forecast,52367.67,0.0,0.0,0.0,0.0,19168.32,57451.23,57451.23,0.0,0.0
FIN-000329,20250801,2025-08,6,Labor,Forecast,201390.35,0.0,0.0,0.0,0.0,78252.03,202618.38,202618.38,2316.17,0.0
FIN-000330,20250801,2025-08,6,Contractor,Forecast,55584.88,0.0,0.0,0.0,0.0,26732.17,61706.52,61706.52,435.18,0.0
FIN-000331,20250801,2025-08,6,Material,Forecast,110453.32,0.0,0.0,0.0,0.0,52734.61,116832.94,116832.94,0.0,0.0
FIN-000332,20250801,2025-08,6,Other,Forecast,54519.93,0.0,0.0,0.0,0.0,19569.28,60729.64,60729.64,0.0,0.0
FIN-000333,20250901,2025-09,6,Labor,Forecast,209378.94,0.0,0.0,0.0,0.0,89538.09,211629.21,211629.21,2408.05,0.0
FIN-000334,20250901,2025-09,6,Contractor,Forecast,53098.91,0.0,0.0,0.0,0.0,19305.06,54489.39,54489.39,415.72,0.0
FIN-000335,20250901,2025-09,6,Material,Forecast,98689.52,0.0,0.0,0.0,0.0,33904.84,104738.25,104738.25,0.0,0.0
FIN-000336,20250901,2025-09,6,Other,Forecast,50015.48,0.0,0.0,0.0,0.0,18856.63,49297.91,49297.91,0.0,0.0
FIN-000337,20251001,2025-10,6,Labor,Forecast,180738.26,0.0,0.0,0.0,0.0,56361.61,198842.19,198842.19,2078.65,0.0
FIN-000338,20251001,2025-10,6,Contractor,Forecast,48441.09,0.0,0.0,0.0,0.0,17835.24,46958.17,46958.17,379.25,0.0
FIN-000339,20251001,2025-10,6,Material,Forecast,83030.03,0.0,0.0,0.0,0.0,24842.74,80939.62,80939.62,0.0,0.0
FIN-000340,20251001,2025-10,6,Other,Forecast,39373.81,0.0,0.0,0.0,0.0,10895.66,44142.7,44142.7,0.0,0.0
FIN-000341,20251101,2025-11,6,Labor,Forecast,141385.17,0.0,0.0,0.0,0.0,27879.17,141285.27,141285.27,1626.06,0.0
FIN-000342,20251101,2025-11,6,Contractor,Forecast,44187.64,0.0,0.0,0.0,0.0,20724.29,45945.02,45945.02,345.95,0.0
FIN-000343,20251101,2025-11,6,Material,Forecast,62425.73,0.0,0.0,0.0,0.0,21923.86,62301.84,62301.84,0.0,0.0
FIN-000344,20251101,2025-11,6,Other,Forecast,30529.39,0.0,0.0,0.0,0.0,8501.89,34666.01,34666.01,0.0,0.0
FIN-000345,20251201,2025-12,6,Labor,Forecast,102265.65,0.0,0.0,0.0,0.0,30670.1,101441.78,101441.78,1176.15,0.0
FIN-000346,20251201,2025-12,6,Contractor,Forecast,31485.19,0.0,0.0,0.0,0.0,11089.45,30800.63,30800.63,246.5,0.0
FIN-000347,20251201,2025-12,6,Material,Forecast,45187.0,0.0,0.0,0.0,0.0,17983.72,47406.22,47406.22,0.0,0.0
FIN-000348,20251201,2025-12,6,Other,Forecast,22593.99,0.0,0.0,0.0,0.0,7332.87,24625.5,24625.5,0.0,0.0
FIN-000349,20241101,2024-11,7,Labor,Actual,47742.49,49580.68,0.0,0.0,49580.68,0.0,0.0,49580.68,566.53,576.75
FIN-000350,20241101,2024-11,7,Contractor,Actual,10546.39,14614.6,0.0,0.0,14614.6,0.0,0.0,14614.6,88.73,124.25
FIN-000351,20241101,2024-11,7,Material,Actual,40109.4,0.0,103463.3,0.0,103463.3,0.0,0.0,103463.3,0.0,0.0
FIN-000352,20241101,2024-11,7,Other,Actual,20932.26,0.0,0.0,54011.9,54011.9,0.0,0.0,54011.9,0.0,0.0
FIN-000353,20241201,2024-12,7,Labor,Actual,51362.03,86245.21,0.0,0.0,86245.21,0.0,0.0,86245.21,609.48,978.75
FIN-000354,20241201,2024-12,7,Contractor,Actual,11922.07,3521.25,0.0,0.0,3521.25,0.0,0.0,3521.25,100.31,37.5
FIN-000355,20241201,2024-12,7,Material,Actual,42155.08,0.0,99572.87,0.0,99572.87,0.0,0.0,99572.87,0.0,0.0
FIN-000356,20241201,2024-12,7,Other,Actual,23660.9,0.0,0.0,46658.55,46658.55,0.0,0.0,46658.55,0.0,0.0
FIN-000357,20250101,2025-01,7,Labor,Actual,57968.87,55965.06,0.0,0.0,55965.06,0.0,0.0,55965.06,687.88,651.5
FIN-000358,20250101,2025-01,7,Contractor,Actual,12678.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.68,0.0
FIN-000359,20250101,2025-01,7,Material,Actual,41897.35,0.0,91107.47,0.0,91107.47,0.0,0.0,91107.47,0.0,0.0
FIN-000360,20250101,2025-01,7,Other,Actual,24478.76,0.0,0.0,61542.06,61542.06,0.0,0.0,61542.06,0.0,0.0
FIN-000361,20250201,2025-02,7,Labor,Actual,60194.54,60302.29,0.0,0.0,60302.29,0.0,0.0,60302.29,714.29,691.25
FIN-000362,20250201,2025-02,7,Contractor,Actual,13951.89,10728.15,0.0,0.0,10728.15,0.0,0.0,10728.15,117.39,100.75
FIN-000363,20250201,2025-02,7,Material,Actual,45370.59,0.0,95415.77,0.0,95415.77,0.0,0.0,95415.77,0.0,0.0
FIN-000364,20250201,2025-02,7,Other,Actual,26348.37,0.0,0.0,56547.44,56547.44,0.0,0.0,56547.44,0.0,0.0
FIN-000365,20250301,2025-03,7,Labor,Actual,65141.8,81230.53,0.0,0.0,81230.53,0.0,0.0,81230.53,773.0,961.75
FIN-000366,20250301,2025-03,7,Contractor,Actual,15011.77,12744.17,0.0,0.0,12744.17,0.0,0.0,12744.17,126.31,129.75
FIN-000367,20250301,2025-03,7,Material,Actual,46467.85,0.0,118642.13,0.0,118642.13,0.0,0.0,118642.13,0.0,0.0
FIN-000368,20250301,2025-03,7,Other,Actual,28885.55,0.0,0.0,65855.21,65855.21,0.0,0.0,65855.21,0.0,0.0
FIN-000369,20250401,2025-04,7,Labor,Actual,69202.92,77116.12,0.0,0.0,77116.12,0.0,0.0,77116.12,821.19,853.25
FIN-000370,20250401,2025-04,7,Contractor,Actual,17879.98,4614.63,0.0,0.0,4614.63,0.0,0.0,4614.63,150.44,48.25
FIN-000371,20250401,2025-04,7,Material,Actual,53092.23,0.0,69657.19,0.0,69657.19,0.0,0.0,69657.19,0.0,0.0
FIN-000372,20250401,2025-04,7,Other,Actual,27640.65,0.0,0.0,38660.28,38660.28,0.0,0.0,38660.28,0.0,0.0
FIN-000373,20250501,2025-05,7,Labor,Actual,72429.18,64184.71,0.0,0.0,64184.71,0.0,0.0,64184.71,859.47,778.5
FIN-000374,20250501,2025-05,7,Contractor,Actual,17852.51,2953.26,0.0,0.0,2953.26,0.0,0.0,2953.26,150.21,27.0
FIN-000375,20250501,2025-05,7,Material,Actual,54595.24,0.0,62055.82,0.0,62055.82,0.0,0.0,62055.82,0.0,0.0
FIN-000376,20250501,2025-05,7,Other,Actual,28441.88,0.0,0.0,40310.28,40310.28,0.0,0.0,40310.28,0.0,0.0
FIN-000377,20250601,2025-06,7,Labor,Actual,78192.53,67661.18,0.0,0.0,67661.18,0.0,0.0,67661.18,927.86,797.5
FIN-000378,20250601,2025-06,7,Contractor,Actual,19489.58,16164.09,0.0,0.0,16164.09,0.0,0.0,16164.09,163.98,118.75
FIN-000379,20250601,2025-06,7,Material,Actual,50802.34,0.0,57370.66,0.0,57370.66,0.0,0.0,57370.66,0.0,0.0
FIN-000380,20250601,2025-06,7,Other,Actual,29870.04,0.0,0.0,31503.14,31503.14,0.0,0.0,31503.14,0.0,0.0
FIN-000381,20250701,2025-07,7,Labor,Forecast,86685.59,0.0,0.0,0.0,0.0,26091.48,63571.21,63571.21,1028.65,0.0
FIN-000382,20250701,2025-07,7,Contractor,Forecast,22289.32,0.0,0.0,0.0,0.0,7421.21,17666.2,17666.2,187.54,0.0
FIN-000383,20250701,2025-07,7,Material,Forecast,56784.49,0.0,0.0,0.0,0.0,22864.27,45646.33,45646.33,0.0,0.0
FIN-000384,20250701,2025-07,7,Other,Forecast,30631.62,0.0,0.0,0.0,0.0,8094.4,25259.35,25259.35,0.0,0.0
FIN-000385,20250801,2025-08,7,Labor,Forecast,89566.93,0.0,0.0,0.0,0.0,25396.3,71991.32,71991.32,1062.84,0.0
FIN-000386,20250801,2025-08,7,Contractor,Forecast,22758.47,0.0,0.0,0.0,0.0,7870.57,17307.68,17307.68,191.48,0.0
FIN-000387,20250801,2025-08,7,Material,Forecast,56942.18,0.0,0.0,0.0,0.0,18082.25,41269.37,41269.37,0.0,0.0
FIN-000388,20250801,2025-08,7,Other,Forecast,31265.23,0.0,0.0,0.0,0.0,8896.94,22905.25,22905.25,0.0,0.0
FIN-000389,20250901,2025-09,7,Labor,Forecast,93001.25,0.0,0.0,0.0,0.0,20919.73,74034.99,74034.99,1103.59,0.0
FIN-000390,20250901,2025-09,7,Contractor,Forecast,25550.59,0.0,0.0,0.0,0.0,7818.17,19859.7,19859.7,214.98,0.0
FIN-000391,20250901,2025-09,7,Material,Forecast,55463.06,0.0,0.0,0.0,0.0,17220.85,43558.36,43558.36,0.0,0.0
FIN-000392,20250901,2025-09,7,Other,Forecast,32974.77,0.0,0.0,0.0,0.0,7189.66,25168.67,25168.67,0.0,0.0
FIN-000393,20251001,2025-10,7,Labor,Forecast,95145.74,0.0,0.0,0.0,0.0,21178.53,74062.94,74062.94,1129.04,0.0
FIN-000394,20251001,2025-10,7,Contractor,Forecast,27563.81,0.0,0.0,0.0,0.0,8289.84,21842.98,21842.98,231.92,0.0
FIN-000395,20251001,2025-10,7,Material,Forecast,60620.91,0.0,0.0,0.0,0.0,17854.38,45358.83,45358.83,0.0,0.0
